,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
Overall Experience with Service Department,-0.0305737964819,0.0335390451469,0.0826882012562,-0.0487234532256,-0.0497261943571,-0.0361988677981,-0.00612369633891,-0.00377295438902,0.031024581374,0.132133826224,0.0437788079652,0.193936278518,0.1955020421,0.193440867498,0.210043154974,0.222776656049,0.273301621947,0.25872555193,0.247615833318,0.0442871676319,0.119892696417,0.128464849858,0.120672731046,0.114136582827,0.117538516985,0.213008447703,0.202341785053,0.148081561471,0.0585138496174,0.190823323486,0.141989347286,-0.0432606313511,-0.0675490829652,0.235488059307,0.17220747046,0.182542905413,0.249747274628,0.152010536108,0.172140999819,0.150356685124,0.167206321459,0.0164189423202,0.203212516439,0.278795183762,0.282584483105,0.287694801409,0.309369083695,0.309261601057,0.320802621997,0.291743404215,0.298303477393,0.312676131154,0.32225073681,0.33416455915,0.381306239197,0.381235098932,0.368868833606,0.337048348742,0.32158005397,0.349902847192,0.312016617924,0.322258393425,0.345623456399,0.363409038333,0.369630061553,0.341666631285,0.390530565747,0.376884038302,0.305960573832,0.324320697053,0.338553687333,0.317970744935,0.333270496693,0.354450678536,0.365181516652,0.395616937251,0.358311473607,0.358651289009,0.362895969592,0.379465407983,0.341599892894,0.409764220312,0.350538422884,0.336610660993,0.371156139123,0.421518134527,0.388604385755,0.32560684162,0.427456350559,0.344544777708,0.376738337095,0.393851068598,0.404778346678,0.313525089546,0.317167498251,0.375864449294,0.439500959838,0.369282393382,0.395935786635,0.325104624752,0.309621973759,0.355288113048,0.371431967469,0.38952006352,0.381518322799,0.491547366906,0.673249957061,0.730189126688,1.0,0.428874607148,0.273401514232,0.268296910224,0.37279827394,0.388124596328,0.3652911164,0.241387433156,0.321194955962,0.365137285463,0.287228379875,0.328998005551,0.235574099064,0.308599554932,0.315204847435,0.370606662533,0.289479936687,0.357796599541,0.362936306371,-0.0323531274,-0.016707212313,0.0068764099983,0.00402978081233,-0.00373622074668,-0.000438488243745,-0.000438488243745
Advertising/Promotion,0.0745257880741,-0.0614010771582,-0.0821523308341,0.035585707801,0.0316984527811,0.0246284087603,0.00483590315449,0.0208637236851,0.0376440985858,0.131272811157,0.113510767494,0.215270426162,0.215961445225,0.291514767346,0.241713079733,0.242352306693,0.227629693752,0.177870310012,0.324619042634,0.257670429155,0.300055144844,0.250650210999,0.293224778842,0.237406251581,0.129709194282,0.288773032529,0.275907518163,0.291584138069,0.276752518463,0.254612954035,0.333804620582,0.129959738584,0.0559263714745,0.212719868223,0.242186351484,0.261523663324,0.282667690408,0.298872570099,0.280123483335,0.242025151669,0.250871787438,-0.0100866920353,0.148661379852,0.155642654874,0.227829939842,0.32765954768,0.382984796154,0.35398700505,0.203842563952,0.322929486917,0.134392829266,0.218689873925,0.36228840194,0.194570902796,0.248262517894,0.233290165264,0.208748899057,0.255703572678,0.309229464744,0.285514309507,0.235828001313,0.315474043666,0.219863347811,0.224933729509,0.324725917215,0.231161345743,0.306485250477,0.280372376154,0.334938983576,0.31465976577,0.30039259437,0.30341446053,0.38143289935,0.314257276064,0.202963468027,0.259608691766,0.360508792731,0.403078164489,0.359846342247,0.296057845409,0.447374946763,0.357870643745,0.18331155164,0.151122896029,0.234091379244,0.321852118317,0.363587655028,0.280294804472,0.482845748834,0.177581508592,0.189663994731,0.257445195406,0.236041764739,0.295591169672,0.331469201676,0.396559319897,0.335468893438,0.366973222966,0.348276017567,0.377471339779,0.382451446283,0.448298965223,0.367015842633,0.346497898022,0.342937367279,0.492748423315,0.456254851152,0.392815619946,0.428874607148,1.0,0.466753856768,0.484234648154,0.237076517011,0.341162767364,0.349761143242,0.20783617296,0.281626865268,0.528142386907,0.434032685165,0.518512155372,0.431859683276,0.360455476481,0.492586386881,0.283084580696,0.255233990787,0.413316912268,0.384279368801,0.00722606217401,0.0153979206003,0.018577924831,0.018325069847,0.0160835677736,0.00618973042036,0.00618973042036
Advice of Friends/Relatives,0.0590076750445,-0.0412056791134,-0.187602827342,0.0551456540579,0.0467534705685,0.0291312587036,0.0221832832197,-0.00756732818066,0.0261160271509,0.146310285056,0.142195398178,0.150942081543,0.180397826807,0.253321480778,0.185221825607,0.180070014656,0.16449155983,0.141551205121,0.26727367413,0.263037922012,0.262205300021,0.246792386142,0.275168837812,0.237174969554,0.156937018792,0.259363018503,0.239572339878,0.272701757134,0.274154418251,0.226487900093,0.30637611214,0.178972603278,0.12111523891,0.161463744752,0.211989624901,0.191587967519,0.214196066964,0.280683973327,0.244908248279,0.205661564332,0.206825880181,0.00142388945698,0.110291218609,0.101099989977,0.163644354267,0.223286259535,0.267431608504,0.244177842873,0.128877234756,0.207484240628,0.115617766793,0.158878471468,0.263939664547,0.143076205582,0.174967020512,0.165026040131,0.152181868598,0.164295114634,0.20758329426,0.187579092493,0.154047009118,0.203273347058,0.135208284159,0.147127296552,0.220869717787,0.156738807449,0.194459358832,0.182015896071,0.260833016876,0.236120116184,0.22334549054,0.223951178087,0.292715922286,0.225863526838,0.135544191209,0.163848506237,0.231212477556,0.275311748691,0.240991745913,0.185739454828,0.315948801761,0.245021556336,0.153330308824,0.128373934807,0.164394899533,0.223786609175,0.250969793277,0.206677797503,0.470092761739,0.139979534456,0.141334646169,0.194569984351,0.169169218889,0.232535226491,0.233778381162,0.288919431503,0.231932373465,0.252100124525,0.231337256318,0.285935710153,0.2913733454,0.335747791797,0.250757779547,0.249272249097,0.19157843839,0.329976265047,0.322699053244,0.271428095816,0.273401514232,0.466753856768,1.0,0.58196433104,0.157010146784,0.23036942434,0.247425258548,0.221367578372,0.216968124442,0.337177346263,0.391366187721,0.34455234239,0.346926359154,0.27311544325,0.451857954835,0.190868398484,0.192945139761,0.28427302929,0.281017798726,0.039212635863,0.0259499222038,0.0278230301117,0.00892520371238,0.00227191259385,0.00664979942233,0.00664979942233
Magazine/Newspaper/TV Reviews,0.0209505779227,-0.017481986927,-0.091578741307,0.0420723905757,0.034141409592,0.0290694104578,0.011534654919,0.0018246178436,0.0739989438216,0.17024800457,0.119086429882,0.194119832002,0.182091043626,0.24696155105,0.237486173879,0.230146285947,0.207482192616,0.17069737418,0.203921968055,0.198963832303,0.250895707009,0.243500560649,0.262823540318,0.232983296268,0.163844948963,0.274759065663,0.255308292627,0.245185003083,0.213332315791,0.251395589775,0.234696623102,0.161091001203,0.123828602852,0.184227538316,0.224502749664,0.24180226454,0.25279376251,0.291177417297,0.263678672525,0.221689040124,0.242485104716,0.00424261808391,0.113678391311,0.0975012402213,0.214780350032,0.279162707422,0.308065861011,0.302288985463,0.201951519683,0.281450646187,0.123846724699,0.191191351412,0.2748331114,0.150998993798,0.1874966301,0.187600017365,0.168926956377,0.198392911794,0.236907748824,0.237445935975,0.210960127645,0.245416661446,0.200696425185,0.201875085426,0.274262816746,0.2083290289,0.209031020377,0.192771453641,0.254973493987,0.242360682396,0.229414903721,0.230670439505,0.307099752888,0.234715014937,0.162635589477,0.19610540784,0.271108514881,0.303996677304,0.267923930556,0.22949721859,0.29238786527,0.274369604619,0.19576015017,0.144960053937,0.238668056333,0.273443707213,0.296085631778,0.223697094396,0.505955735778,0.156312202783,0.154065326954,0.184351069402,0.182148600519,0.212427729931,0.205163730262,0.271948736145,0.219897504393,0.308513735998,0.282790599676,0.258250284674,0.246874172399,0.328689654072,0.276845351254,0.267897167733,0.197621700662,0.326982371006,0.302883554465,0.252143059528,0.268296910224,0.484234648154,0.58196433104,1.0,0.17975130135,0.26183258277,0.269303567959,0.253514319822,0.258002505224,0.318044111018,0.394808396238,0.303617572779,0.301578400696,0.297780738093,0.447705130139,0.221892089128,0.220843724951,0.312574432611,0.232533713327,0.02958593418,0.0116791029246,0.0505219180377,0.0275588447588,0.00722452863109,0.00715823967779,0.00715823967779
Overall Seat Comfort,-0.0226699290267,-0.0013590557787,0.0586174118145,-0.0593936776307,-0.0620253997409,-0.0452673149725,-0.010777683553,0.0114051096613,0.0670408927258,0.18068474677,-0.00987215369805,0.208963621365,0.222941276837,0.183009964406,0.246170219658,0.266606029867,0.328426284556,0.379664367909,0.312678466879,-0.0829881462302,0.0374364222523,0.056610336967,0.0375901421037,0.0517155713277,0.118414017101,0.218360681058,0.212873790143,0.0972431410952,-0.0802228423585,0.201656299462,0.0852670013527,-0.0135968899896,-0.0178397899622,0.334365294596,0.22573526011,0.2306758101,0.318617001868,0.0908953698406,0.174552528651,0.179366278426,0.154127612343,0.0426103422845,0.226679789326,0.210196155811,0.424262938687,0.325583200024,0.316382444438,0.377640312865,0.472762056562,0.336122673887,0.491299268386,0.449183943054,0.342973419602,0.621830230991,0.549207960955,0.538768447145,0.552689515143,0.470418414978,0.423714900616,0.454318629715,0.550788928009,0.48081878427,0.571341349243,0.589150674272,0.542162042839,0.572977602865,0.591824911823,0.629025298943,0.43760725556,0.489586176597,0.551131717901,0.455253431464,0.438992048937,0.503497356619,0.900174481692,0.698783486883,0.52391726368,0.49595704606,0.497645450376,0.564852727472,0.345998480414,0.519833754879,0.503288476064,0.453158471388,0.489540048142,0.544483408905,0.474761619209,0.477408989783,0.303523057804,0.463761825,0.523234892237,0.491660800616,0.510347551059,0.383034473334,0.350968713646,0.325770670043,0.432793620114,0.461724195098,0.49396044832,0.35591645441,0.327645952261,0.33626004563,0.383581483973,0.402642757393,0.239099011595,0.279981983541,0.376629941613,0.385026165979,0.37279827394,0.237076517011,0.157010146784,0.17975130135,1.0,0.642156061405,0.428941896627,0.167135561125,0.325987352619,0.281678498728,0.188676948771,0.234685874615,0.124494732721,0.392119250771,0.235509073444,0.501688319477,0.418488341995,0.349801429204,0.394494015306,-0.023802900651,-0.00347210370029,0.0604986355556,0.0130235021682,-0.000917527574238,-0.00515083222517,-0.00515083222517
Overall Interior Versatility,-0.0177949346527,0.000244366236357,0.0166543762792,0.000514472486152,-0.00369805341983,-0.00653083384893,0.00347939959501,0.00507706864944,0.0850280334198,0.209984290952,0.0275438405602,0.244628539027,0.234240766883,0.236050774888,0.271953833956,0.285356805447,0.329706152487,0.341091443569,0.310128499301,-0.00606894215151,0.126628957845,0.138205627244,0.1286566968,0.134494930041,0.142241214697,0.283712303271,0.26218704767,0.130247935921,-0.000593710659368,0.250509844834,0.131042532351,0.00549491234979,-0.00622730277703,0.313221081121,0.267241458458,0.283625290468,0.427239913332,0.173146558676,0.239226074205,0.223055880321,0.213595078106,0.0384936454074,0.226780279057,0.201506022142,0.431497504108,0.38628374809,0.394747949969,0.438358143705,0.464225069015,0.383821409974,0.390406234017,0.439764641502,0.408840259851,0.486019293443,0.506636803152,0.494234739677,0.487309427406,0.456748005084,0.453167069278,0.466328520337,0.563637867213,0.539184425838,0.580538879033,0.586016373943,0.585772405856,0.602681175305,0.563156521853,0.57502312278,0.502917534244,0.570812246355,0.582443886357,0.538718407855,0.483593293669,0.57904944672,0.625943314512,0.647305105541,0.55630280181,0.650620407018,0.549827912405,0.548975697985,0.430807519412,0.52785798168,0.466310596345,0.393285053593,0.509116103407,0.557190279273,0.530033388387,0.547627262918,0.360008514157,0.414762351309,0.467152508328,0.471132586811,0.469629850992,0.38268053854,0.34494998749,0.367929931287,0.415203431318,0.510144851835,0.534503114963,0.384517200709,0.351417291789,0.432404533126,0.448065752733,0.451742187481,0.289333347395,0.356444334913,0.404802759358,0.39474862781,0.388124596328,0.341162767364,0.23036942434,0.26183258277,0.642156061405,1.0,0.469156371986,0.202456714083,0.353910015171,0.311469296161,0.286675348132,0.273123917625,0.179471365983,0.462691993954,0.338438133084,0.47286077206,0.439200726253,0.439388387082,0.451844744075,0.00233323313734,0.00611160783021,0.0629730724283,0.0115779454878,9.7330057444e-05,-0.00166233094368,-0.00166233094368
Overall Image of the Vehicle,-0.0443386757291,0.0180092700457,-0.0184709061375,-0.0145848522515,-0.0247771878449,-0.00959890004413,-0.000729188207073,-0.00310357897613,0.117143373482,0.200547176279,-0.021909665865,0.246038138261,0.25613916873,0.247678194814,0.309448691828,0.29255542664,0.312020476938,0.330059074156,0.292464898191,-0.0129370808452,0.114839717564,0.100264573973,0.0744027362268,0.106426432279,0.0924491759788,0.332904858296,0.290640054724,0.113724398242,-0.0210841400901,0.362741631753,0.136964526174,-0.0430477243779,-0.0653814281152,0.251995401146,0.3941863285,0.408393802774,0.325817771097,0.139020785345,0.352842480816,0.311198823986,0.3541621613,0.0433599906897,0.242999293577,0.195928853945,0.49157659203,0.409758304288,0.403795547765,0.433758153602,0.45647681859,0.316964288871,0.348692892763,0.435654674564,0.314547136076,0.380437838633,0.406769699138,0.386640291355,0.401664284469,0.388442017387,0.382466567186,0.379115342387,0.48727013294,0.46576561945,0.470659296919,0.479921754391,0.446447223379,0.493640607093,0.395074036777,0.418465000057,0.341444768156,0.367085231053,0.39740307662,0.356654579888,0.366563021972,0.373666334902,0.420053229366,0.421205806564,0.378189177209,0.403123104157,0.45797733762,0.436476419146,0.3685881357,0.462725475517,0.436232353698,0.371093015498,0.455909487825,0.47534568195,0.477108009951,0.360643576176,0.332858025618,0.387708461653,0.409145791099,0.396030223001,0.415957668558,0.371965310277,0.349208389668,0.382497997425,0.42505047068,0.529500200408,0.529828246094,0.390280289676,0.386050282544,0.384253050562,0.757418239522,0.749690696058,0.360907906977,0.349657770478,0.413107695134,0.392781841885,0.3652911164,0.349761143242,0.247425258548,0.269303567959,0.428941896627,0.469156371986,1.0,0.201630118557,0.330361828798,0.31498488331,0.243053273626,0.28378659096,0.186827754343,0.398657211877,0.323233966856,0.401978565644,0.379168697161,0.385022797733,0.386494779877,-0.01939338994,-0.00893055735269,0.116312313509,0.008415136355,0.00881214826663,-0.00223041313778,-0.00223041313778
4WD/AWD Availability,-0.0905016197766,0.0374896059645,-0.0799207205697,0.0255554822774,0.0143046995038,0.00944894935184,0.0203395589183,0.0191588950701,0.0744930149033,0.158862690433,0.0657707308198,0.172578852818,0.129425213393,0.192204126041,0.236751072402,0.218561296177,0.225829181149,0.159509009608,0.0734804684612,0.0270609671442,0.151029829826,0.171792820375,0.175191189461,0.327227549845,0.129755267116,0.243885909548,0.205940330623,0.0552121188193,0.0378543703804,0.164111120476,0.0575368095601,0.0102724648945,0.0126409498976,0.0896293863735,0.142097829253,0.172208870925,0.181365354799,0.143765744156,0.175456922922,0.157409857649,0.169079978252,0.0267730641614,0.0988029697148,0.100440315702,0.160148897253,0.204742671831,0.211639896868,0.227702019326,0.18267570313,0.172961021361,0.179263943054,0.189960132994,0.283372132012,0.148853767028,0.208098630707,0.239175122621,0.219812107797,0.218364773442,0.220504672712,0.223959696461,0.159885404993,0.162552401271,0.175853660889,0.177311871555,0.207179009174,0.170626036596,0.141786471104,0.14514185865,0.162368310959,0.191049563325,0.169826579253,0.195131804233,0.187203424103,0.187920495452,0.162429025288,0.18401984441,0.185449568977,0.202197236795,0.212992312376,0.184644820759,0.210056567628,0.235121032303,0.211117588202,0.199264401375,0.240980872005,0.221929966599,0.220659081621,0.197902782038,0.308443162564,0.201565527743,0.194447952395,0.182075018777,0.211800010532,0.142596280398,0.14297215865,0.179211236475,0.200072489375,0.250165151556,0.235956765562,0.146483216341,0.126737987978,0.183680914849,0.202487467673,0.208010448285,0.161678056292,0.215359596667,0.21793342393,0.218692442387,0.241387433156,0.20783617296,0.221367578372,0.253514319822,0.167135561125,0.202456714083,0.201630118557,1.0,0.253443300194,0.164787503234,0.399047411136,0.15868965122,0.182258183016,0.220519492813,0.341502545912,0.232758872255,0.194309575324,0.215134171216,0.182386635349,0.00720005736888,-0.00221803074913,0.0178367962303,0.00854506309538,0.0119872605772,0.000906457651957,0.000906457651957
Navigation System,-0.0962416884288,0.046676111371,0.0909148876966,-0.0272873288474,-0.0349004461497,-0.0227116365212,0.0039395978739,-0.00722994490203,0.142370519726,0.173176228906,-0.052284046295,0.200103134052,0.173542706019,0.235299107154,0.300882124868,0.309585619659,0.298741304576,0.263433253238,0.248042602771,-0.112310749352,0.102323604816,0.0968161477516,0.148129220649,0.140523097291,0.0898748224308,0.244128643588,0.224467703321,0.0355966154928,-0.0819584740908,0.240108391989,0.0416366460012,0.00598689464514,0.00354076854028,0.24711377837,0.250809134392,0.297266813932,0.307346572124,0.193993260215,0.275167192384,0.230424074171,0.243902857838,0.0192141204907,0.140784158271,0.135226904809,0.290268545488,0.328358368357,0.336743792244,0.356934622541,0.308555345513,0.315242936571,0.228210816848,0.293624270206,0.25877055758,0.282391109403,0.295628616343,0.291167825709,0.286431857599,0.323280091039,0.32067484016,0.338299649178,0.361545874349,0.35721530293,0.350549820925,0.357573933556,0.424226887882,0.357531937209,0.313350247772,0.309881162603,0.26158587403,0.267740339041,0.288688274258,0.259147720102,0.328529101057,0.288487669445,0.311903849094,0.36709613742,0.342291998223,0.326028851957,0.397025482293,0.384460979989,0.343146122652,0.361288479527,0.253002140346,0.237579096306,0.315014952349,0.43560711977,0.509058771254,0.259059974613,0.344586315958,0.25947457448,0.264087627615,0.278481599885,0.287929983559,0.176071910243,0.183556873031,0.280823028373,0.3122519362,0.471086718999,0.390634969034,0.21370787515,0.14584797511,0.292536347659,0.313213235798,0.307001329793,0.223843590149,0.291732233522,0.319445576887,0.28887560049,0.321194955962,0.281626865268,0.216968124442,0.258002505224,0.325987352619,0.353910015171,0.330361828798,0.253443300194,1.0,0.227930038193,0.335694185205,0.190894417443,0.206108090712,0.426525463187,0.411466622867,0.30522740616,0.398494991596,0.492761320258,0.267240669899,-0.0398641022775,-0.030666036772,0.0584387141337,0.0020232483802,0.00536856292995,0.0020688321001,0.0020688321001
Discount/Rebate/Incentive,0.0963645693098,-0.101762477217,-0.0600737074237,0.00435770429266,0.0136704705638,-0.00424734976781,-0.00521322850158,0.0222327157348,0.0146728356456,0.111886793688,0.0828227303759,0.157249754126,0.189192525371,0.211872868103,0.172620284675,0.192823389604,0.209083561857,0.197906158717,0.279125632772,0.115684748076,0.184065496569,0.162622719593,0.15884530325,0.136147390159,0.131392768811,0.189086166714,0.178134795643,0.264434074667,0.136800103876,0.175699600539,0.374796845395,0.141556640069,0.0731880259651,0.203194762097,0.176891534724,0.169247915553,0.235240250704,0.136902200726,0.15026755771,0.133868523315,0.117113462363,-0.0141956995148,0.120918742233,0.130597352744,0.207217110167,0.248736260123,0.282390671863,0.269088502127,0.202344003294,0.223514433146,0.187549263581,0.196239474711,0.256632281324,0.244274030569,0.265400048335,0.252127302,0.239723073881,0.241839828129,0.259442708531,0.250459963969,0.225637575355,0.267008116086,0.229638372576,0.247225486976,0.284156750415,0.235025858671,0.291083409816,0.28963524805,0.273482278313,0.290086007229,0.289917660922,0.277089514902,0.291500611718,0.28464891743,0.262221927153,0.282910358116,0.299721313932,0.314400458285,0.298764145195,0.277527625415,0.326353200062,0.329330093382,0.225980846711,0.220489637698,0.230862699231,0.312038731383,0.315499132964,0.273332084758,0.421989944288,0.240271512088,0.249522131911,0.287075812233,0.286094893132,0.400850670586,0.513698549163,0.408121717527,0.410766480272,0.30857080321,0.339403032124,0.386751243516,0.470802537076,0.340749575335,0.301705178904,0.303426652703,0.259490742537,0.320433905983,0.396846335692,0.373539197163,0.365137285463,0.528142386907,0.337177346263,0.318044111018,0.281678498728,0.311469296161,0.31498488331,0.164787503234,0.227930038193,1.0,0.296900305043,0.676273454248,0.372964698309,0.28320279268,0.338535996807,0.282807990243,0.228263194143,0.282014164798,0.361952414757,0.00312921148563,0.0208276356909,0.0209001142896,0.0334085552248,0.0167341349492,0.000802354452582,0.000802354452582
Towing Capability,0.00909079684379,-0.0333096418719,-0.0715261396696,0.0570724467095,0.0331152853515,0.0438122602529,0.022265482834,0.0133798292272,0.0491498916887,0.166696545455,0.146311420358,0.213529018435,0.173389246695,0.297748719827,0.277527918944,0.265804087426,0.233239151383,0.168046419184,0.240833759403,0.215480600057,0.366006304655,0.334988780472,0.557580324078,0.442332317207,0.173568355933,0.326116289943,0.260037722071,0.195593310216,0.248249700283,0.217541527802,0.215188801344,0.0992578107129,0.0622003413223,0.180124056528,0.203527255424,0.233470897067,0.274779538977,0.289541029018,0.252980806718,0.217631506577,0.217259811744,-0.00913707563512,0.0985052135769,0.086407839161,0.155945793149,0.291141019443,0.342278889298,0.295245902454,0.166403597176,0.296341834312,0.124629762953,0.194345801364,0.358923492332,0.161936929541,0.210101665689,0.214832770139,0.188510261665,0.252761905519,0.284673631154,0.278176225877,0.177226335273,0.236815998188,0.172280524261,0.185022963218,0.26753224831,0.181047324313,0.228731935015,0.221288362106,0.304187579521,0.29710103724,0.267339278932,0.303476942795,0.325849102023,0.290404610336,0.164758744292,0.219780655346,0.308210413973,0.3586178119,0.309875242656,0.253015399262,0.368184457624,0.302639364568,0.167336209917,0.130391753611,0.224633613841,0.275119592887,0.303064318472,0.277472512506,0.463866415732,0.14870548769,0.158238361488,0.204299782463,0.200976003329,0.195677326988,0.181730138959,0.311029994648,0.259652590142,0.310032802517,0.282506696879,0.249437276141,0.227645778293,0.340834363917,0.248086352763,0.237431918865,0.268921136287,0.323954439999,0.297329948027,0.243661406237,0.287228379875,0.434032685165,0.391366187721,0.394808396238,0.188676948771,0.286675348132,0.243053273626,0.399047411136,0.335694185205,0.296900305043,1.0,0.301149043093,0.275584842982,0.306290317435,0.618960047656,0.275984659001,0.226365076364,0.357151262307,0.300410013487,0.0162647631214,0.0116587536661,0.00602109571125,0.00995790138938,0.0124202037772,0.00646860826769,0.00646860826769
"Interest Rate, Credit Terms",0.115238810024,-0.103575946646,-0.169116881974,0.0520343398399,0.0524859021849,0.030236352488,0.00995796394779,0.035102508004,0.0382489578722,0.125311874577,0.0832251209715,0.155049958334,0.209492108896,0.230647826287,0.168727366197,0.186488314349,0.188180439632,0.162528296496,0.27040958081,0.148831019853,0.190232322717,0.177527887207,0.180015202834,0.176465222611,0.131507687204,0.205373094396,0.202842353341,0.282112836471,0.163246418766,0.197565669549,0.362168421264,0.135004965803,0.0593656562436,0.164282290439,0.179883221271,0.167543614077,0.210743929947,0.167048975834,0.172513602358,0.159425385819,0.131673959704,-0.0123043054196,0.133501276638,0.133798612296,0.184839750573,0.222263780531,0.268171978592,0.242353819134,0.158206173148,0.168960696431,0.160436952083,0.178235900303,0.249588322382,0.204958376597,0.227083092498,0.219080960184,0.20445229856,0.207659368269,0.238864571942,0.216512449034,0.187805571567,0.235884575492,0.178816933027,0.195619922814,0.242648962214,0.191354215939,0.247758387188,0.24625273538,0.271151085844,0.271155836731,0.269252300918,0.250271489146,0.263306341328,0.258409498318,0.209649686272,0.22587865664,0.243116331796,0.286027914871,0.282824263013,0.217513819068,0.320449935353,0.294065406845,0.183724035991,0.171120492846,0.191298528301,0.259327173036,0.267640187665,0.242087310698,0.395384441797,0.192554884995,0.203203888546,0.245362566321,0.23484306582,0.338507878128,0.395627359155,0.358294899861,0.339317110779,0.27456994346,0.293875862386,0.367352216724,0.437909756381,0.331148515133,0.271053033786,0.2743554287,0.225365816031,0.300998911024,0.35666121571,0.334705985562,0.328998005551,0.518512155372,0.34455234239,0.303617572779,0.234685874615,0.273123917625,0.28378659096,0.15868965122,0.190894417443,0.676273454248,0.301149043093,1.0,0.444925167937,0.291480364544,0.355115866871,0.254439629285,0.217798918845,0.256903289974,0.352703903297,0.0144029329931,0.0408316358433,0.02140948952,0.0291120472242,0.0207831775058,0.00208215978628,0.00208215978628
