Respondent,First New,Type of Sale,Marriage Status,Education Level,Race,Ownership,Age,Grade,Previous Model,Miles / Day,City Driving,Highway Driving,Rural Driving,Income Group
1011399414,0,Buy,Married,College graduate,White,Long,5,S,0,Low,0,0,1,"$30,000-$50,000"
1011445173,0,Lease,Divorced/Widowed/Separated,College graduate,White,Long,5,SV,0,Medium,0,0,1,"$30,000-$50,000"
1011505567,0,Special,Married,Some college,White,Long,4,SR,1,High,0,1,0,"$30,000-$50,000"
1011560517,0,Buy,Single/Not Married,High school graduate or less,Hispanic,Short,2,SR,0,Medium,0,1,0,"$30,000-$50,000"
1011572060,1,Buy,Divorced/Widowed/Separated,Some college,White,Long,6,SR,1,Low,1,0,0,"Under $30,000"
1015350541,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,5,SV,0,Medium,1,0,0,"$30,000-$50,000"
1015431487,0,Buy,Married,High school graduate or less,White,Short,5,SR,0,Low,0,0,1,"$30,000-$50,000"
1015452956,0,Lease,Single/Not Married,Post graduate study/degree,White,Short,4,SV,0,Low,1,0,0,"$50,001-$75,000"
1015531686,1,Buy,Married,Some college,White,Long,3,SV,1,Medium,1,0,0,"$30,000-$50,000"
1015603067,0,Buy,Married,College graduate,Asian,Long,3,SR,1,Medium,0,1,0,"$100,001-$150,000"
1015666611,0,Buy,Married,College graduate,White,Long,4,S,1,Medium,0,0,1,"$100,001-$150,000"
1015795713,0,Buy,Married,Some college,White,Short,4,SL,1,Low,1,0,0,"$30,000-$50,000"
1016002474,0,Buy,Single/Not Married,Post graduate study/degree,White,Long,4,SR,0,High,0,1,0,"$75,001-$100,000"
1020478348,0,Buy,Married,Some college,Pref not to answer,Medium,4,SR,1,High,0,1,0,"$50,001-$75,000"
1023135042,0,Buy,Married,College graduate,White,Long,4,SL,1,Medium,0,1,0,"$75,001-$100,000"
1024135275,0,Buy,Married,Some college,White,Long,4,SV,1,High,0,1,0,"$150,001-$200,000"
1024135283,0,Buy,Married,Some college,White,Long,6,SL,1,Low,0,0,1,"$30,000-$50,000"
1024689602,0,Buy,Married,High school graduate or less,White,Short,6,SL,1,Low,0,1,0,"$50,001-$75,000"
1010113614,0,Buy,Married,College graduate,White,Long,6,SL,1,Low,0,1,0,"$75,001-$100,000"
1023478942,0,Special,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,5,SV,0,Medium,1,0,0,"Under $30,000"
1023498927,0,Buy,Married,Some college,White,Short,6,SV,0,Low,1,0,0,"$75,001-$100,000"
1023630345,0,Buy,Married,Post graduate study/degree,White,Medium,5,SV,0,Low,1,0,0,"$50,001-$75,000"
1023644710,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,2,SR,1,Low,1,0,0,"$30,000-$50,000"
1023862890,0,Buy,Married,Some college,White,Short,4,SL,0,High,0,1,0,"$100,001-$150,000"
1023944781,1,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,SV,1,Low,1,0,0,"$50,001-$75,000"
1024044555,0,Buy,Married,High school graduate or less,White,Long,6,SR,1,Low,1,0,0,"$30,000-$50,000"
1024075698,0,Buy,Married,Some college,African-American/Black,Short,3,SR,0,Medium,1,0,0,"$30,000-$50,000"
1024103411,0,Buy,Married,High school graduate or less,Hispanic,Medium,5,S,0,Medium,1,0,0,"Under $30,000"
1024141682,1,Buy,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1024163341,0,Buy,Single/Not Married,College graduate,African-American/Black,Short,2,SL,0,High,1,1,0,"$50,001-$75,000"
1024177741,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,3,SR,0,Low,1,0,0,"$30,000-$50,000"
1024181803,1,Buy,Single/Not Married,High school graduate or less,African-American/Black,Long,2,S,0,High,1,1,0,"Under $30,000"
1024182052,1,Buy,Single/Not Married,Some college,White,Long,2,S,1,Low,1,1,1,"$30,000-$50,000"
1024193623,1,Buy,Living With Sig Oth/Dom Prtnr,High school graduate or less,Hispanic,Long,1,SV,0,Medium,0,1,0,"Under $30,000"
1024208736,0,Buy,Married,High school graduate or less,Hispanic,Short,3,SV,0,Medium,1,1,0,"$30,000-$50,000"
1024213691,0,Buy,Married,Some college,Hispanic,Long,4,S,0,High,0,1,0,"$100,001-$150,000"
1024249556,0,Buy,Married,College graduate,White,Long,2,SV,0,Low,0,0,1,"$50,001-$75,000"
1024286362,0,Buy,Married,Some college,Hispanic,Long,5,SR,1,Medium,1,1,1,"$50,001-$75,000"
1024286460,0,Buy,Married,Some college,White,Long,5,SR,0,Low,0,0,1,"$100,001-$150,000"
1024293784,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Medium,4,S,0,High,1,1,0,"Under $30,000"
1024302619,0,Special,Married,Some college,White,Long,4,SR,1,High,1,1,0,"$75,001-$100,000"
1024306665,0,Special,Married,College graduate,African-American/Black,Long,3,S,1,Low,1,0,0,"$30,000-$50,000"
1024332771,0,Buy,Married,Post graduate study/degree,White,Long,5,SV,0,Low,1,0,0,"$75,001-$100,000"
1024335851,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,3,SR,0,Medium,0,0,1,"$30,000-$50,000"
1024348554,0,Buy,Married,Some college,African-American/Black,Long,4,S,0,High,1,1,0,"$75,001-$100,000"
1024376701,1,Buy,Married,Some college,Hispanic,Long,2,S,1,High,1,1,0,"Under $30,000"
1024388262,0,Buy,Single/Not Married,Some college,White,Medium,5,SV,1,Low,1,1,1,"$30,000-$50,000"
1024422568,0,Lease,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,4,SR,0,Low,1,0,0,"$50,001-$75,000"
1024433217,0,Buy,Divorced/Widowed/Separated,Some college,White,Medium,4,S,0,Medium,1,0,0,"$75,001-$100,000"
1024434906,0,Special,Married,Some college,White,Long,6,SV,0,Medium,1,0,0,"$75,001-$100,000"
1024439533,0,Special,Single/Not Married,Some college,Asian,Long,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1024442216,1,Special,Single/Not Married,Other,African-American/Black,Long,2,SV,0,Low,1,0,0,"Under $30,000"
1024449474,1,Buy,Married,College graduate,African-American/Black,Short,2,SV,1,Medium,1,0,0,"$30,000-$50,000"
1024460702,0,Lease,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,SV,1,Low,1,0,0,"$50,001-$75,000"
1024468150,0,Buy,Married,College graduate,White,Long,3,SV,1,Medium,1,1,0,"$30,000-$50,000"
1024468371,0,Buy,Single/Not Married,Post graduate study/degree,Hispanic,Medium,4,S,1,High,1,1,0,"$30,000-$50,000"
1024468797,1,Buy,Single/Not Married,Some college,Other,Long,1,S,1,Medium,0,0,0,"Under $30,000"
1024469858,0,Buy,Married,Post graduate study/degree,Hispanic,Long,2,SV,0,Medium,1,0,0,"$30,000-$50,000"
1024470945,0,Special,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Short,5,S,0,Medium,1,0,0,"Under $30,000"
1024474584,0,Lease,Single/Not Married,Some college,White,Medium,2,SV,0,Medium,1,1,0,"$30,000-$50,000"
1024477141,0,Buy,Married,College graduate,White,Long,6,SV,1,Medium,1,0,0,"$300,000+"
1024484768,0,Special,Divorced/Widowed/Separated,Some college,White,Long,6,SR,0,Medium,0,1,0,"$30,000-$50,000"
1024497150,0,Lease,Married,Some college,White,Long,6,SV,1,Medium,1,1,0,"$30,000-$50,000"
1024503789,0,Lease,Divorced/Widowed/Separated,Some college,White,Long,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1024506966,0,Lease,Married,Post graduate study/degree,White,Short,5,S,0,Low,1,0,0,"$30,000-$50,000"
1024514357,0,Buy,Single/Not Married,High school graduate or less,White,Long,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1024523127,0,Buy,Single/Not Married,Some college,African-American/Black,Long,1,SV,1,Medium,1,1,0,"$30,000-$50,000"
1024530727,0,Buy,Single/Not Married,High school graduate or less,White,Short,2,S,0,Low,1,1,0,"Under $30,000"
1024537632,0,Buy,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,6,S,1,Medium,0,0,1,"Under $30,000"
1024567906,0,Special,Single/Not Married,Post graduate study/degree,Hispanic,Short,1,SV,0,Low,1,1,0,"$50,001-$75,000"
1024569003,1,Special,Divorced/Widowed/Separated,Post graduate study/degree,Hispanic,Long,4,SV,1,High,0,1,0,"$50,001-$75,000"
1024570117,0,Special,Divorced/Widowed/Separated,Some college,White,Long,6,S,1,Low,1,0,0,"$30,000-$50,000"
1024598607,0,Lease,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,6,SV,0,Medium,1,0,0,"$30,000-$50,000"
1024615404,0,Lease,Living With Sig Oth/Dom Prtnr,College graduate,White,Short,5,SL,0,Low,1,0,0,"$100,001-$150,000"
1024615412,0,Lease,Married,High school graduate or less,White,Short,3,SR,0,High,1,1,0,"$30,000-$50,000"
1024618373,0,Lease,Married,Some college,Pref not to answer,Medium,6,SV,0,Low,0,0,1,"$30,000-$50,000"
1024631868,0,Lease,Married,Post graduate study/degree,White,Medium,5,SR,0,Low,1,0,0,"$100,001-$150,000"
1024639060,0,Lease,Married,Some college,White,Medium,4,SR,0,Medium,0,0,1,"$75,001-$100,000"
1024639532,0,Special,Divorced/Widowed/Separated,Some college,White,Short,6,SR,0,High,0,1,0,"$50,001-$75,000"
1024647756,0,Buy,Single/Not Married,Some college,White,Medium,3,S,1,Low,1,0,0,"$50,001-$75,000"
1024672700,0,Buy,Single/Not Married,Post graduate study/degree,African-American/Black,Long,5,S,1,Medium,0,1,0,"$30,000-$50,000"
1024672807,0,Special,Married,College graduate,White,Short,3,SR,0,High,0,1,0,"$150,001-$200,000"
1024672840,1,Buy,Living With Sig Oth/Dom Prtnr,Some college,African-American/Black,Long,2,S,1,Medium,1,0,0,"$30,000-$50,000"
1024679461,0,Special,Living With Sig Oth/Dom Prtnr,College graduate,African-American/Black,Medium,1,SV,0,Low,1,0,0,"Under $30,000"
1024698342,0,Lease,Divorced/Widowed/Separated,Some college,White,Long,6,SV,1,Medium,1,0,0,"$30,000-$50,000"
1024708631,1,Buy,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,SV,1,Medium,0,0,1,"$30,000-$50,000"
1024716952,1,Special,Single/Not Married,College graduate,White,Long,1,S,1,Medium,1,1,0,"$30,000-$50,000"
1024717304,0,Lease,Married,College graduate,White,Long,4,SV,1,Medium,0,1,0,"$75,001-$100,000"
1024720828,1,Lease,Divorced/Widowed/Separated,College graduate,White,Long,4,S,1,Low,1,0,0,"$30,000-$50,000"
1024750778,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,5,SV,1,Low,1,0,0,"$50,001-$75,000"
1024761532,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,2,S,1,Medium,1,1,0,"$30,000-$50,000"
1024765589,1,Buy,Divorced/Widowed/Separated,Some college,White,Medium,3,SR,1,Medium,1,0,0,"$50,001-$75,000"
1024766194,0,Buy,Single/Not Married,Some college,White,Long,2,S,1,Low,1,0,0,"$50,001-$75,000"
1024770000,0,Buy,Single/Not Married,Some college,White,Medium,4,SV,0,Low,1,0,0,"$30,000-$50,000"
1024782114,0,Buy,Married,High school graduate or less,Hispanic,Long,5,S,1,Medium,1,0,0,"$50,001-$75,000"
1024792420,0,Buy,Married,Some college,White,Long,6,S,1,Medium,1,0,0,"$30,000-$50,000"
1024794570,0,Special,Married,College graduate,White,Medium,4,SR,0,High,1,0,0,"$150,001-$200,000"
1024807265,0,Special,Married,Some college,White,Long,3,SV,1,High,0,1,0,"$75,001-$100,000"
1024812730,0,Lease,Married,College graduate,White,Medium,2,SV,0,Medium,0,1,0,"$75,001-$100,000"
1024816060,0,Buy,Married,Some college,Hispanic,Short,5,SR,0,Low,1,1,0,"$75,001-$100,000"
1024819697,0,Lease,Single/Not Married,Post graduate study/degree,White,Long,4,S,1,Medium,1,0,0,"$50,001-$75,000"
1024858315,0,Buy,Single/Not Married,Post graduate study/degree,White,Long,6,SV,0,Low,0,0,1,"$50,001-$75,000"
1024879037,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,4,SR,0,Low,0,1,1,"Under $30,000"
1024882860,0,Buy,Married,College graduate,White,Short,4,SV,1,Low,1,0,0,"$50,001-$75,000"
1024884740,0,Buy,Divorced/Widowed/Separated,Other,Hispanic,Medium,5,SV,0,Low,0,1,0,"Under $30,000"
1024891282,1,Special,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,5,S,0,Low,1,0,0,"$30,000-$50,000"
1024915491,0,Buy,Married,High school graduate or less,White,Long,6,S,0,Low,1,1,0,"$30,000-$50,000"
1024917591,0,Buy,Married,Some college,White,Long,4,SL,1,Medium,0,1,0,"$30,000-$50,000"
1024944874,1,Buy,Single/Not Married,College graduate,Hispanic,Long,1,SR,0,Low,0,1,0,"$30,000-$50,000"
1010052275,0,Buy,Divorced/Widowed/Separated,College graduate,White,Medium,4,SV,0,Low,0,0,0,"$30,000-$50,000"
1010110143,0,Special,Married,College graduate,African-American/Black,Short,4,SL,0,Medium,1,0,0,"$50,001-$75,000"
1010132040,0,Special,Married,Post graduate study/degree,White,Medium,2,SV,1,High,0,1,0,"$50,001-$75,000"
1010138005,0,Lease,Single/Not Married,College graduate,Other,Medium,4,SR,0,High,0,1,0,"$75,001-$100,000"
1010143769,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,S,1,Low,1,0,0,"$50,001-$75,000"
1010147730,1,Special,Married,Post graduate study/degree,White,Long,2,S,1,Low,1,0,0,"$50,001-$75,000"
1010162682,1,Special,Single/Not Married,High school graduate or less,White,Medium,1,S,1,High,1,1,0,"$30,000-$50,000"
1010168966,1,Special,Divorced/Widowed/Separated,Some college,African-American/Black,Long,4,SV,1,Low,1,0,0,"Under $30,000"
1010178627,0,Special,Married,College graduate,White,Short,5,SL,0,High,1,0,0,"$75,001-$100,000"
1010182020,0,Buy,Married,College graduate,African-American/Black,Short,3,SL,0,Low,1,0,0,"$75,001-$100,000"
1010188452,0,Buy,Married,Some college,White,Medium,5,SV,1,Medium,1,0,0,"$30,000-$50,000"
1010200878,0,Buy,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Medium,2,SV,1,High,1,1,0,"$75,001-$100,000"
1010203206,0,Special,Divorced/Widowed/Separated,College graduate,White,Short,5,SV,0,Low,1,1,0,"$30,000-$50,000"
1010208623,0,Buy,Divorced/Widowed/Separated,Some college,White,Long,4,SV,1,Low,1,0,0,"$30,000-$50,000"
1010215360,0,Special,Married,Post graduate study/degree,White,Long,2,SV,1,High,1,1,0,"$150,001-$200,000"
1010224459,1,Lease,Married,College graduate,White,Long,2,SV,1,Low,1,0,0,"$50,001-$75,000"
1010237070,0,Buy,Married,Some college,White,Short,1,SR,1,Medium,1,0,0,"$30,000-$50,000"
1010249249,1,Buy,Married,High school graduate or less,Hispanic,Medium,4,SV,0,Medium,1,0,0,"Under $30,000"
1010273514,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,African-American/Black,Medium,3,SV,0,Medium,0,1,0,"$50,001-$75,000"
1010287132,0,Buy,Married,College graduate,Asian,Short,4,SV,0,Medium,1,0,0,"$50,001-$75,000"
1010290664,0,Buy,Married,High school graduate or less,African-American/Black,Short,5,SV,0,Medium,0,1,0,"$30,000-$50,000"
1010291490,1,Buy,Single/Not Married,Some college,White,Long,1,SV,1,High,0,1,0,"Under $30,000"
1010312595,0,Buy,Married,Some college,White,Long,5,SR,0,Low,1,0,0,"$30,000-$50,000"
1010346813,1,Buy,Single/Not Married,High school graduate or less,White,Long,2,SV,1,Medium,0,1,0,"$30,000-$50,000"
1010355537,0,Special,Married,Post graduate study/degree,Pref not to answer,Short,2,SV,1,Medium,0,1,1,"$50,001-$75,000"
1010356673,0,Special,Single/Not Married,College graduate,Hispanic,Short,1,SR,0,Low,1,0,0,"$30,000-$50,000"
1010360522,1,Buy,Single/Not Married,Some college,White,Long,1,SV,0,Medium,0,1,0,"Under $30,000"
1010362380,0,Buy,Married,Some college,White,Medium,4,SR,0,Medium,0,1,0,"$30,000-$50,000"
1010381813,1,Buy,Married,College graduate,Asian,Long,3,SV,1,Medium,1,0,0,"$30,000-$50,000"
1010384731,0,Special,Divorced/Widowed/Separated,Some college,White,Medium,5,SV,0,Low,0,1,0,"$50,001-$75,000"
1010384766,0,Buy,Married,College graduate,Hispanic,Long,4,S,1,High,0,1,0,"$100,001-$150,000"
1010402578,0,Lease,Married,College graduate,White,Short,2,SV,0,Low,0,0,1,"$50,001-$75,000"
1010411500,0,Buy,Married,Some college,White,Short,4,SR,1,Low,1,0,0,"$30,000-$50,000"
1010417710,1,Special,Single/Not Married,Some college,White,Long,1,SR,1,High,1,1,0,"$100,001-$150,000"
1010418601,0,Special,Single/Not Married,Other,White,Medium,2,SR,1,Medium,1,1,0,"$50,001-$75,000"
1010427830,0,Buy,Married,College graduate,White,Short,3,SV,1,High,0,1,0,"$30,000-$50,000"
1010428585,0,Buy,Married,Post graduate study/degree,White,Medium,5,SR,1,Low,1,0,0,"$75,001-$100,000"
1010429158,0,Buy,Single/Not Married,Post graduate study/degree,Other,Short,2,S,0,Low,0,1,1,"Under $30,000"
1010438300,1,Special,Married,High school graduate or less,White,Long,1,S,1,Medium,1,0,0,"$30,000-$50,000"
1010438947,0,Buy,Married,High school graduate or less,White,Medium,3,S,1,High,0,1,0,"$50,001-$75,000"
1010439315,0,Buy,Married,Post graduate study/degree,White,Long,6,S,0,Low,1,0,0,"$30,000-$50,000"
1010439927,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,3,SV,0,Low,1,0,0,"$50,001-$75,000"
1010459006,0,Buy,Divorced/Widowed/Separated,Some college,African-American/Black,Long,2,S,1,Medium,0,1,0,"$30,000-$50,000"
1010471898,0,Buy,Married,College graduate,White,Medium,3,SV,0,Medium,0,1,0,"$100,001-$150,000"
1010472037,0,Buy,Married,College graduate,White,Long,6,SV,1,Medium,0,0,1,"$75,001-$100,000"
1010473335,1,Buy,Married,College graduate,African-American/Black,Medium,4,S,0,High,1,1,0,"$50,001-$75,000"
1010474196,1,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,SV,1,Medium,1,0,0,"Under $30,000"
1010476407,0,Buy,Married,College graduate,White,Medium,4,S,1,Medium,1,0,0,"$75,001-$100,000"
1010479988,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,Pref not to answer,Long,5,S,0,Low,1,0,0,"$50,001-$75,000"
1010490710,1,Buy,Divorced/Widowed/Separated,Some college,Hispanic,Long,3,SR,1,Low,1,0,0,"Under $30,000"
1010493247,0,Buy,Married,Some college,Hispanic,Long,2,SV,1,Low,1,0,0,"$30,000-$50,000"
1010496190,0,Special,Single/Not Married,College graduate,White,Short,3,SL,1,Low,1,0,0,"$75,001-$100,000"
1010501851,1,Buy,Married,Some college,Hispanic,Long,2,SV,1,Medium,1,0,0,"Under $30,000"
1010507817,0,Special,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Medium,4,SV,0,Medium,0,1,0,"$250,001-$299,999"
1010508554,1,Special,Married,Some college,Pref not to answer,Long,5,S,0,High,0,1,0,"$30,000-$50,000"
1010522425,0,Special,Divorced/Widowed/Separated,College graduate,White,Long,6,SL,0,Low,0,0,1,"Under $30,000"
1010524878,0,Buy,Divorced/Widowed/Separated,College graduate,Pref not to answer,Medium,5,SV,0,Low,1,0,0,"$30,000-$50,000"
1010530835,0,Lease,Married,College graduate,White,Medium,5,SR,0,High,0,1,0,"$100,001-$150,000"
1010536078,0,Buy,Divorced/Widowed/Separated,High school graduate or less,White,Short,6,S,0,Low,0,0,1,"Under $30,000"
1010538852,0,Buy,Single/Not Married,College graduate,White,Long,1,SR,1,Low,1,0,0,"$30,000-$50,000"
1010543864,0,Buy,Married,Some college,African-American/Black,Long,4,SV,0,Low,1,0,0,"$150,001-$200,000"
1010547754,0,Buy,Single/Not Married,High school graduate or less,White,Short,4,SV,0,Medium,1,0,0,"$30,000-$50,000"
1010558330,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,3,SR,1,Medium,0,1,0,"$30,000-$50,000"
1010559183,0,Buy,Divorced/Widowed/Separated,Some college,White,Medium,5,S,0,Low,0,0,1,"$30,000-$50,000"
1010560076,0,Special,Married,College graduate,White,Medium,5,SR,1,Low,1,0,0,"$30,000-$50,000"
1010562427,0,Buy,Single/Not Married,College graduate,African-American/Black,Medium,5,SV,1,High,0,1,0,"$30,000-$50,000"
1010573909,0,Special,Married,College graduate,White,Long,1,SV,1,Medium,0,1,0,"$30,000-$50,000"
1010576304,0,Special,Divorced/Widowed/Separated,High school graduate or less,White,Medium,5,SV,0,Low,0,0,1,"$30,000-$50,000"
1010576649,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,2,S,1,Medium,1,1,0,"$50,001-$75,000"
1010581383,1,Lease,Single/Not Married,College graduate,African-American/Black,Long,1,SV,1,Medium,1,1,0,"Under $30,000"
1010586393,1,Lease,Single/Not Married,High school graduate or less,White,Long,5,SV,1,High,1,0,0,"$30,000-$50,000"
1010591273,1,Buy,Single/Not Married,College graduate,White,Long,2,SV,1,Medium,1,1,0,"$30,000-$50,000"
1010592776,1,Buy,Single/Not Married,College graduate,White,Long,1,SR,1,Low,1,0,0,"$30,000-$50,000"
1010594680,0,Buy,Married,Some college,White,Long,4,SR,0,High,0,0,1,"$50,001-$75,000"
1010600310,0,Buy,Divorced/Widowed/Separated,High school graduate or less,Hispanic,Short,3,SR,0,Medium,0,1,0,"$30,000-$50,000"
1010604626,1,Special,Single/Not Married,Some college,Hispanic,Long,3,SR,0,Medium,0,1,0,"$30,000-$50,000"
1010614940,1,Buy,Single/Not Married,Some college,Hispanic,Medium,1,SR,1,Medium,0,1,0,"Under $30,000"
1010617159,0,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,SV,1,Low,0,0,1,"$75,001-$100,000"
1010627090,1,Buy,Single/Not Married,College graduate,Asian,Long,2,S,1,Low,1,0,0,"$50,001-$75,000"
1010627146,0,Special,Single/Not Married,College graduate,Hispanic,Medium,3,SR,0,Medium,1,1,0,"$30,000-$50,000"
1010630961,1,Buy,Married,College graduate,Hispanic,Long,1,S,1,Low,1,0,0,"$30,000-$50,000"
1010634240,1,Buy,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,3,SR,1,High,1,1,0,"$30,000-$50,000"
1010653236,0,Lease,Married,Some college,White,Short,6,SR,0,Low,0,0,1,"$75,001-$100,000"
1010654968,1,Special,Living With Sig Oth/Dom Prtnr,Some college,Asian,Long,2,S,0,Low,1,1,0,"Under $30,000"
1010655875,1,Lease,Married,Other,White,Short,5,S,0,Low,0,1,0,"Under $30,000"
1010665994,0,Special,Married,Post graduate study/degree,African-American/Black,Medium,4,S,0,Medium,1,0,0,"$75,001-$100,000"
1010670327,1,Special,Married,College graduate,White,Long,4,SV,0,Medium,0,0,1,"$75,001-$100,000"
1010670939,0,Buy,Married,Post graduate study/degree,White,Medium,5,SR,1,High,1,1,1,"$75,001-$100,000"
1010677461,0,Buy,Single/Not Married,College graduate,African-American/Black,Long,4,SV,1,Low,0,1,0,"$150,001-$200,000"
1010679723,0,Special,Divorced/Widowed/Separated,Post graduate study/degree,Hispanic,Medium,4,S,0,High,1,1,0,"$30,000-$50,000"
1010684506,0,Special,Divorced/Widowed/Separated,Some college,White,Medium,4,SV,1,High,0,0,1,"$30,000-$50,000"
1010688013,0,Buy,Married,College graduate,White,Short,3,SR,0,Low,1,0,1,"$30,000-$50,000"
1010695427,0,Special,Single/Not Married,College graduate,African-American/Black,Short,2,SV,0,Medium,1,0,0,"Under $30,000"
1010698353,1,Buy,Married,College graduate,White,Long,3,SR,0,Medium,0,1,0,"$50,001-$75,000"
1010702172,0,Special,Married,Post graduate study/degree,White,Short,6,SV,0,High,1,0,0,"$50,001-$75,000"
1010707166,0,Lease,Married,Post graduate study/degree,White,Medium,4,S,0,Low,1,0,0,"$100,001-$150,000"
1010708413,0,Buy,Divorced/Widowed/Separated,College graduate,Native American,Long,6,S,0,Medium,1,0,0,"$100,001-$150,000"
1010708880,1,Lease,Married,High school graduate or less,White,Long,5,SR,0,Medium,0,1,0,"$30,000-$50,000"
1010713190,0,Special,Divorced/Widowed/Separated,Some college,White,Long,4,SV,0,Low,0,1,0,"$30,000-$50,000"
1010717285,0,Buy,Single/Not Married,High school graduate or less,White,Long,4,SR,1,High,1,0,0,"$50,001-$75,000"
1010717323,0,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Pref not to answer,Long,3,S,1,Medium,1,0,0,"$30,000-$50,000"
1010718664,1,Buy,Single/Not Married,Some college,White,Long,2,S,1,High,1,1,0,"$30,000-$50,000"
1010732829,0,Buy,Married,College graduate,White,Medium,4,SV,0,Medium,1,0,0,"$100,001-$150,000"
1010733663,0,Buy,Married,Post graduate study/degree,Pref not to answer,Long,5,SR,0,Medium,1,0,0,"$50,001-$75,000"
1010734015,0,Special,Married,College graduate,African-American/Black,Long,5,S,1,Low,1,0,0,"$30,000-$50,000"
1010739874,1,Buy,Single/Not Married,College graduate,Pref not to answer,Long,2,S,1,High,1,0,0,"$30,000-$50,000"
1010741054,0,Buy,Married,High school graduate or less,African-American/Black,Short,2,SR,1,Low,1,1,0,"$50,001-$75,000"
1010749047,0,Buy,Married,Some college,African-American/Black,Long,4,SV,0,Low,1,0,0,"$100,001-$150,000"
1010750169,1,Buy,Single/Not Married,Some college,Other,Long,3,SV,1,Medium,0,1,0,"$30,000-$50,000"
1010761578,1,Buy,Single/Not Married,College graduate,Hispanic,Long,1,SR,1,Very High,1,1,0,"$50,001-$75,000"
1010766189,0,Buy,Married,Post graduate study/degree,White,Long,4,SR,1,Medium,0,1,0,"$100,001-$150,000"
1010771042,1,Buy,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,1,SV,1,Low,1,0,0,"$50,001-$75,000"
1010771522,0,Buy,Single/Not Married,Some college,Hispanic,Medium,4,S,1,Low,1,0,0,"$30,000-$50,000"
1010774238,0,Special,Married,College graduate,Hispanic,Long,4,S,1,Low,1,1,0,"$75,001-$100,000"
1010778250,1,Buy,Single/Not Married,College graduate,Hispanic,Long,1,SV,1,Medium,0,1,0,"$30,000-$50,000"
1010782249,0,Special,Married,College graduate,White,Long,3,SR,0,Low,1,0,0,"$75,001-$100,000"
1010784004,0,Buy,Single/Not Married,College graduate,Pref not to answer,Medium,2,SR,1,High,0,1,0,"$75,001-$100,000"
1010800670,1,Lease,Single/Not Married,College graduate,White,Long,6,S,1,Medium,1,0,0,"Under $30,000"
1010802231,0,Lease,Married,College graduate,White,Medium,4,SL,0,Medium,0,0,1,"$100,001-$150,000"
1010815112,0,Special,Married,Post graduate study/degree,White,Medium,3,SV,0,Low,0,1,0,"$100,001-$150,000"
1010815198,0,Lease,Married,College graduate,White,Medium,4,SV,1,High,1,0,0,"$100,001-$150,000"
1010817956,0,Lease,Divorced/Widowed/Separated,College graduate,Pref not to answer,Long,2,SR,1,Low,1,1,0,"$30,000-$50,000"
1010833080,0,Special,Divorced/Widowed/Separated,College graduate,White,Medium,6,SR,0,Medium,0,1,0,"$50,001-$75,000"
1010833676,0,Buy,Divorced/Widowed/Separated,College graduate,White,Long,3,SV,0,Medium,0,1,0,"$30,000-$50,000"
1010845194,1,Special,Single/Not Married,College graduate,African-American/Black,Long,2,SV,1,Low,1,1,0,"$30,000-$50,000"
1010848436,1,Special,Single/Not Married,College graduate,White,Short,1,SV,0,Low,1,0,0,"$30,000-$50,000"
1010852239,0,Buy,Married,Post graduate study/degree,White,Long,5,SV,1,Low,1,1,0,"$50,001-$75,000"
1010854622,0,Buy,Single/Not Married,College graduate,African-American/Black,Medium,3,SL,0,Low,1,1,0,"$30,000-$50,000"
