Respondent,First New,Type of Sale,Marital Status,Education,Race,Ownership,Age Group,Trim Level,Previous Model,Miles / Day,Drive-City,Drive-Highway,Drive-Rural,Income Group
1026738015,0,0,Married,Some college,White,Long,6,1,1,Low,1,0,0,"$30,000-$50,000"
1026738376,0,0,Married,Post graduate study/degree,White,Medium,2,2,1,Medium,1,0,0,"$150,001-$200,000"
1026738945,0,0,Married,Post graduate study/degree,White,Long,3,3,1,Medium,1,0,0,"$50,001-$75,000"
1026739267,0,0,Married,College graduate,Other,Medium,3,2,1,Low,0,1,0,"$100,001-$150,000"
1026739488,0,2,Married,High school graduate or less,Hispanic,Short,2,0,0,Low,0,1,0,"$30,000-$50,000"
1026739542,0,0,Married,High school graduate or less,White,Long,6,2,0,Medium,1,1,0,"$75,001-$100,000"
1026739585,0,0,Married,Post graduate study/degree,White,Long,5,2,0,Medium,0,1,0,"$300,000+"
1026739704,0,0,Married,Some college,White,Medium,5,2,1,Low,1,0,0,"$50,001-$75,000"
1026739747,0,0,Married,College graduate,Hispanic,Long,3,2,1,Low,1,0,0,"$100,001-$150,000"
1026864533,0,1,Married,High school graduate or less,White,Long,5,3,1,Low,1,0,0,"$50,001-$75,000"
1026864541,0,0,Married,Post graduate study/degree,White,Long,5,2,1,Low,0,0,1,"$75,001-$100,000"
1026864886,0,1,Married,College graduate,White,Medium,3,2,0,Medium,1,0,0,"$150,001-$200,000"
1026864932,0,2,Married,High school graduate or less,White,Medium,4,3,1,Medium,0,0,1,"$250,001-$299,999"
1026865181,0,0,Married,College graduate,Hispanic,Long,5,1,1,Medium,1,0,0,"$150,001-$200,000"
1026865890,0,2,Married,Some college,White,Short,3,2,0,Low,1,0,0,"$250,001-$299,999"
1026865904,0,0,Married,Post graduate study/degree,White,Long,4,0,1,Medium,1,1,0,"$100,001-$150,000"
1026866676,0,1,Single/Not Married,Post graduate study/degree,White,Long,4,3,0,Medium,1,0,0,"$75,001-$100,000"
1026866757,0,2,Married,Some college,White,Long,4,3,1,Low,1,0,0,"$150,001-$200,000"
1026866854,0,0,Married,Post graduate study/degree,White,Long,4,3,1,High,0,1,1,"$150,001-$200,000"
1026867010,0,2,Married,Post graduate study/degree,White,Long,5,2,0,Low,0,1,0,"$75,001-$100,000"
1026867834,0,0,Married,College graduate,White,Medium,3,3,1,High,1,1,0,"$75,001-$100,000"
1026868571,0,2,Married,Post graduate study/degree,White,Long,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1026869047,0,0,Married,Post graduate study/degree,Asian,Long,3,3,1,Low,1,0,0,"$50,001-$75,000"
1026869063,0,0,Married,Some college,White,Long,6,2,1,Medium,1,1,0,"$75,001-$100,000"
1026869217,1,0,Married,Some college,White,Long,3,0,1,Low,1,0,0,"$75,001-$100,000"
1026869292,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,1,1,Low,0,0,1,"$30,000-$50,000"
1026869551,0,2,Married,College graduate,African-American/Black,Long,3,3,1,Medium,1,0,0,"$150,001-$200,000"
1026869861,1,0,Married,Some college,White,Long,2,1,1,Low,1,1,0,"$75,001-$100,000"
1026869888,0,0,Married,Post graduate study/degree,Hispanic,Long,3,2,0,Medium,1,1,0,"$75,001-$100,000"
1026869918,1,0,Married,Some college,Hispanic,Medium,2,0,0,Medium,0,1,0,"$50,001-$75,000"
1026869993,1,0,Married,Some college,White,Long,6,2,1,Low,1,0,0,"$75,001-$100,000"
1026870517,0,0,Married,Post graduate study/degree,African-American/Black,Medium,4,3,0,Medium,0,1,0,"$75,001-$100,000"
1026870533,0,0,Married,Some college,White,Long,3,2,1,Medium,1,0,0,"$100,001-$150,000"
1026870711,0,2,Divorced/Widowed/Separated,College graduate,White,Long,3,2,1,Medium,1,0,0,"$75,001-$100,000"
1026870819,0,2,Divorced/Widowed/Separated,High school graduate or less,White,Long,5,1,0,High,1,0,0,"$50,001-$75,000"
1026871165,0,2,Married,Post graduate study/degree,White,Long,3,1,1,High,1,0,0,"$150,001-$200,000"
1026872234,0,0,Divorced/Widowed/Separated,College graduate,African-American/Black,Long,3,3,1,High,0,1,0,"$50,001-$75,000"
1026872250,0,0,Married,Post graduate study/degree,White,Short,3,1,0,Low,1,0,0,"$50,001-$75,000"
1026872544,0,0,Married,Some college,White,Medium,4,0,1,High,0,1,0,"$100,001-$150,000"
1026873214,0,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,3,2,0,High,0,1,0,"$75,001-$100,000"
1026873273,0,2,Married,College graduate,White,Medium,3,3,1,Low,1,1,0,"$100,001-$150,000"
1027017320,0,1,Single/Not Married,High school graduate or less,White,Medium,5,2,0,Low,1,0,0,"$50,001-$75,000"
1027017516,0,2,Married,Post graduate study/degree,White,Long,3,3,0,Low,1,1,0,"$200,001-$250,000"
1027017664,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,1,0,"$150,001-$200,000"
1027017699,0,0,Divorced/Widowed/Separated,Some college,White,Medium,4,3,1,High,1,0,0,"$100,001-$150,000"
1027017966,0,2,Living With Sig Oth/Dom Prtnr,Some college,White,Long,5,3,0,Low,1,0,0,"$100,001-$150,000"
1027018016,0,1,Married,College graduate,White,Long,3,1,1,Medium,1,0,0,"$100,001-$150,000"
1027018768,0,1,Married,College graduate,White,Short,3,0,1,Medium,1,0,0,"$50,001-$75,000"
1027019063,0,1,Married,College graduate,White,Short,4,0,1,Low,1,0,0,"$100,001-$150,000"
1027019489,1,0,Married,College graduate,White,Long,2,2,1,Low,1,0,0,"$100,001-$150,000"
1027019802,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,5,1,1,Medium,1,1,1,"$75,001-$100,000"
1027019837,0,0,Married,College graduate,White,Medium,5,3,0,Medium,1,0,0,"$100,001-$150,000"
1027019845,0,0,Married,Post graduate study/degree,White,Long,4,3,1,Medium,1,0,0,"$100,001-$150,000"
1027020207,0,0,Married,College graduate,White,Long,3,3,0,Low,1,0,0,"$100,001-$150,000"
1027020690,0,0,Married,College graduate,White,Long,3,3,0,Medium,1,0,0,"$100,001-$150,000"
1027020908,0,0,Married,Other,White,Medium,5,3,0,Medium,0,0,1,"$100,001-$150,000"
1027020967,0,0,Married,College graduate,White,Long,6,3,0,Medium,1,0,1,"$50,001-$75,000"
1027020991,0,0,Married,College graduate,White,Medium,3,1,1,Very High,1,1,1,"$75,001-$100,000"
1027021211,0,0,Married,High school graduate or less,White,Short,5,2,0,Low,0,0,1,"$75,001-$100,000"
1027021246,0,0,Married,College graduate,Asian,Long,3,1,1,Medium,1,0,0,"$100,001-$150,000"
1027021378,0,0,Married,College graduate,White,Short,2,1,1,High,1,0,0,"$30,000-$50,000"
1027021513,0,1,Married,Some college,White,Medium,4,2,0,Medium,0,0,0,"$50,001-$75,000"
1027021831,0,0,Married,Post graduate study/degree,White,Long,3,2,1,Low,1,0,0,"$200,001-$250,000"
1027021939,1,0,Married,Some college,African-American/Black,Long,2,0,1,Medium,1,1,0,"$30,000-$50,000"
1027021971,0,0,Married,College graduate,White,Long,2,2,1,High,1,1,1,"$75,001-$100,000"
1027021980,0,0,Married,College graduate,White,Long,2,3,1,Medium,1,1,0,"$150,001-$200,000"
1027022420,0,0,Married,High school graduate or less,White,Long,3,2,0,High,0,1,0,"$30,000-$50,000"
1027022528,0,1,Married,College graduate,White,Long,3,3,1,Low,1,0,0,"$200,001-$250,000"
1027022960,0,1,Married,Post graduate study/degree,Hispanic,Long,3,2,1,Medium,1,1,0,"$100,001-$150,000"
1027023591,0,0,Married,Some college,White,Medium,5,2,1,Medium,0,0,1,"$100,001-$150,000"
1027023753,0,1,Married,Some college,Hispanic,Short,3,3,0,Low,1,0,0,"$30,000-$50,000"
1027024245,0,1,Married,Post graduate study/degree,White,Medium,2,1,0,Low,1,0,0,"$75,001-$100,000"
1027024466,1,0,Divorced/Widowed/Separated,College graduate,Other,Long,3,0,1,High,0,1,0,"$100,001-$150,000"
1027024954,0,0,Divorced/Widowed/Separated,Some college,White,Medium,3,1,1,Low,1,0,0,"$75,001-$100,000"
1027024989,0,2,Married,Post graduate study/degree,White,Short,5,3,1,High,1,1,1,"$150,001-$200,000"
1027024997,0,2,Married,College graduate,White,Medium,3,1,1,Medium,1,1,0,"$250,001-$299,999"
1027025209,1,1,Single/Not Married,College graduate,White,Medium,2,1,0,Medium,1,1,0,"$50,001-$75,000"
1027025489,0,0,Married,Some college,White,Long,2,3,1,Medium,0,1,0,"$75,001-$100,000"
1027026108,0,0,Married,Post graduate study/degree,Hispanic,Long,4,2,1,Low,1,0,0,"$100,001-$150,000"
1027026230,0,0,Married,College graduate,White,Long,4,2,1,Medium,1,0,0,"$100,001-$150,000"
1027026485,0,0,Married,College graduate,White,Medium,3,2,1,Low,1,0,0,"$150,001-$200,000"
1027027139,0,0,Married,High school graduate or less,White,Medium,5,3,1,Low,0,1,0,"$100,001-$150,000"
1027027252,0,2,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,0,"$100,001-$150,000"
1027027376,0,0,Married,College graduate,White,Long,2,2,1,Medium,0,0,1,"$75,001-$100,000"
1027027384,1,0,Married,College graduate,White,Long,4,1,1,High,1,0,0,"$75,001-$100,000"
1027216098,0,0,Single/Not Married,College graduate,White,Long,5,2,1,Low,1,0,0,"$100,001-$150,000"
1027216535,0,1,Married,College graduate,White,Medium,4,2,1,Medium,1,0,0,"$150,001-$200,000"
1027216659,1,0,Married,College graduate,White,Long,2,2,1,Medium,1,0,0,"$75,001-$100,000"
1027216853,0,0,Married,High school graduate or less,Hispanic,Short,5,0,0,Low,1,0,0,"$50,001-$75,000"
1027216918,0,0,Married,Post graduate study/degree,Native American,Medium,6,2,1,Medium,1,0,0,"$50,001-$75,000"
1027217213,0,1,Married,College graduate,White,Medium,4,2,1,Low,0,1,1,"$300,000+"
1027217370,0,1,Married,Post graduate study/degree,White,Long,3,2,1,Low,1,0,0,"$200,001-$250,000"
1027217620,0,1,Married,College graduate,White,Medium,3,2,1,Low,1,0,0,"$75,001-$100,000"
1027217698,0,0,Married,Some college,White,Long,5,2,1,Medium,0,1,0,"$100,001-$150,000"
1027217701,1,0,Married,College graduate,White,Long,4,0,1,Low,1,0,0,"$100,001-$150,000"
1027217833,0,0,Divorced/Widowed/Separated,Some college,Hispanic,Long,3,2,1,Low,1,0,0,"$50,001-$75,000"
1027218910,0,1,Married,College graduate,White,Long,3,1,0,Medium,1,1,0,"$100,001-$150,000"
1027218929,0,0,Married,Some college,White,Medium,6,2,1,Medium,0,0,1,"$75,001-$100,000"
1027219062,1,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,2,1,1,Low,1,0,0,"$100,001-$150,000"
1027219747,0,0,Married,College graduate,White,Medium,3,3,1,Medium,0,0,1,"$100,001-$150,000"
1027219925,0,0,Married,College graduate,White,Long,5,3,1,Low,1,0,0,"$100,001-$150,000"
1027220257,0,0,Married,Some college,White,Long,6,3,1,Low,1,0,0,"$30,000-$50,000"
1027220630,0,1,Married,Some college,White,Long,3,3,1,Low,1,0,0,"$100,001-$150,000"
1027220664,1,0,Married,Some college,Asian,Long,4,2,1,Low,1,0,0,"$50,001-$75,000"
1027221245,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,0,0,"$150,001-$200,000"
1027221628,0,1,Married,Post graduate study/degree,White,Medium,4,2,0,Low,0,0,1,"$200,001-$250,000"
1027221830,1,1,Single/Not Married,Some college,White,Long,1,0,1,High,1,1,0,"$75,001-$100,000"
1027222640,0,1,Married,Some college,White,Medium,4,2,1,Medium,0,1,0,"$50,001-$75,000"
1027222780,0,1,Married,High school graduate or less,White,Medium,3,0,0,Medium,1,0,0,"$100,001-$150,000"
1027223272,0,0,Married,Post graduate study/degree,White,Long,6,2,1,Low,1,0,0,"$100,001-$150,000"
1027223310,0,1,Married,Some college,White,Long,5,3,0,Low,1,0,0,"$75,001-$100,000"
1027223833,0,2,Married,College graduate,White,Medium,2,3,1,Low,1,0,0,"$300,000+"
1027223892,0,0,Married,College graduate,White,Medium,5,3,1,Low,1,0,0,"$300,000+"
1027224147,0,0,Married,Post graduate study/degree,White,Long,2,1,1,High,0,1,0,"$100,001-$150,000"
1027224414,0,0,Married,College graduate,White,Long,3,3,1,High,0,1,0,"$100,001-$150,000"
1027224430,0,1,Married,Some college,Native American,Short,6,3,1,Medium,1,0,0,"$75,001-$100,000"
1027224619,0,0,Married,Some college,White,Short,5,2,0,Low,1,0,0,"$75,001-$100,000"
1027224660,0,2,Married,College graduate,Asian,Long,4,2,0,Low,1,1,0,"$100,001-$150,000"
1027225313,0,0,Married,Post graduate study/degree,White,Long,3,3,1,Low,1,0,0,"$100,001-$150,000"
1027225658,0,2,Divorced/Widowed/Separated,College graduate,White,Long,5,2,1,Medium,1,0,0,"$100,001-$150,000"
1027226433,0,0,Married,College graduate,White,Long,3,3,1,High,1,0,0,"$300,000+"
1027226840,0,0,Married,Post graduate study/degree,White,Medium,2,1,1,Medium,1,0,0,"$100,001-$150,000"
1027227219,0,0,Married,College graduate,White,Long,5,2,1,Low,1,1,0,"$100,001-$150,000"
1027227480,0,1,Married,College graduate,White,Medium,3,2,1,Medium,1,0,0,"$150,001-$200,000"
1027227693,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,0,0,"$150,001-$200,000"
1027228266,0,2,Married,College graduate,White,Long,5,3,1,Medium,0,1,1,"$100,001-$150,000"
1027228371,0,0,Married,Some college,White,Long,6,3,1,Low,1,0,0,"$100,001-$150,000"
1027228380,0,1,Married,College graduate,White,Medium,5,2,1,Medium,1,0,0,"$100,001-$150,000"
1027228720,0,0,Married,Post graduate study/degree,African-American/Black,Long,4,2,1,High,1,1,0,"$100,001-$150,000"
1027228770,0,1,Married,Some college,African-American/Black,Long,4,0,1,Medium,1,0,0,"$75,001-$100,000"
1027228916,1,0,Married,College graduate,White,Long,1,2,1,Low,1,0,0,"$100,001-$150,000"
1027366413,1,1,Married,College graduate,White,Short,3,2,1,Medium,1,0,0,"$200,001-$250,000"
1027366642,0,0,Married,College graduate,White,Short,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1027367096,1,2,Married,Post graduate study/degree,White,Long,2,3,1,Medium,0,1,0,"$100,001-$150,000"
1027367517,0,0,Married,High school graduate or less,White,Long,4,2,0,Medium,0,0,1,"$75,001-$100,000"
1027367614,0,0,Married,College graduate,White,Long,6,3,1,Medium,1,0,0,"$100,001-$150,000"
1027367770,0,0,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,0,0,"$50,001-$75,000"
1027368165,0,0,Married,College graduate,White,Medium,3,2,1,Low,1,0,0,"$50,001-$75,000"
1027368246,0,0,Single/Not Married,Some college,White,Long,4,2,1,Medium,0,1,0,"$50,001-$75,000"
1027368270,0,0,Married,College graduate,Hispanic,Long,3,2,1,Low,1,1,0,"$150,001-$200,000"
1027368327,1,0,Living With Sig Oth/Dom Prtnr,Some college,Hispanic,Long,2,3,1,High,0,1,0,"$75,001-$100,000"
1027368505,0,0,Married,College graduate,White,Long,2,2,1,Low,1,1,0,"$100,001-$150,000"
1027368572,0,0,Single/Not Married,Post graduate study/degree,African-American/Black,Long,3,2,1,Very High,0,1,0,"$100,001-$150,000"
1027368831,0,2,Single/Not Married,Post graduate study/degree,White,Long,5,2,1,Low,1,0,0,"$100,001-$150,000"
1027368904,0,0,Married,Post graduate study/degree,White,Long,3,2,1,Low,1,0,0,"$200,001-$250,000"
1027368939,1,0,Single/Not Married,Post graduate study/degree,White,Long,2,2,1,Low,1,0,0,"$100,001-$150,000"
1027369234,1,1,Married,Post graduate study/degree,White,Medium,2,1,0,Low,0,1,0,"$50,001-$75,000"
1027369463,0,0,Married,College graduate,White,Long,2,2,1,Low,1,0,0,"$50,001-$75,000"
1027369730,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,0,0,Low,1,1,1,"$100,001-$150,000"
1027369919,0,0,Married,College graduate,White,Medium,3,3,0,Medium,1,0,0,"$100,001-$150,000"
1027369978,0,2,Married,Some college,White,Long,3,3,1,Low,1,0,0,"$300,000+"
1027370038,0,0,Married,Post graduate study/degree,White,Short,4,2,1,Medium,0,1,1,"$200,001-$250,000"
1027370160,0,0,Divorced/Widowed/Separated,College graduate,White,Long,5,2,0,High,1,1,0,"$50,001-$75,000"
1027370496,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Medium,3,2,1,Medium,1,0,0,"$50,001-$75,000"
1027370623,0,0,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,0,"$150,001-$200,000"
1027370631,0,2,Married,High school graduate or less,White,Long,4,3,1,High,0,1,0,"$100,001-$150,000"
1027370704,0,0,Married,Post graduate study/degree,African-American/Black,Long,6,1,0,Medium,1,0,0,"$150,001-$200,000"
1027371026,1,0,Married,College graduate,African-American/Black,Long,3,0,0,Low,1,1,0,"$30,000-$50,000"
1027371042,1,2,Married,Post graduate study/degree,White,Long,2,3,0,Medium,1,0,0,"$100,001-$150,000"
1027371220,0,0,Married,High school graduate or less,White,Long,4,2,1,Medium,1,0,1,"$100,001-$150,000"
1027371522,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,5,1,0,Low,0,1,0,"$50,001-$75,000"
1027371840,0,0,Married,Post graduate study/degree,Hispanic,Short,4,2,0,Low,1,0,0,"$50,001-$75,000"
1027372731,0,2,Married,High school graduate or less,White,Medium,5,2,0,Medium,0,1,0,"$50,001-$75,000"
1027490211,0,0,Married,College graduate,White,Long,6,3,1,Low,0,0,1,"$100,001-$150,000"
1027490319,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,3,1,Low,1,0,0,"$75,001-$100,000"
1027490335,0,1,Divorced/Widowed/Separated,College graduate,White,Medium,3,3,1,Low,0,1,1,"$150,001-$200,000"
1027490564,0,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,3,3,0,High,1,0,0,"$100,001-$150,000"
1027491013,0,2,Single/Not Married,Post graduate study/degree,Hispanic,Medium,3,1,0,Medium,1,1,0,"$100,001-$150,000"
1027491382,0,2,Married,College graduate,White,Long,2,3,0,Medium,1,0,0,"$100,001-$150,000"
1027491587,0,0,Married,Post graduate study/degree,African-American/Black,Long,3,1,1,Low,1,1,1,"$100,001-$150,000"
1027491757,0,0,Married,Post graduate study/degree,African-American/Black,Long,5,3,1,Low,1,1,0,"$100,001-$150,000"
1027492303,0,0,Married,Post graduate study/degree,White,Long,5,3,1,Medium,1,0,0,"$200,001-$250,000"
1027493555,0,0,Married,Some college,White,Long,4,3,0,Low,1,0,0,"$100,001-$150,000"
1027493628,0,0,Divorced/Widowed/Separated,College graduate,White,Medium,4,1,0,Medium,0,1,0,"$75,001-$100,000"
1027493946,0,2,Married,Post graduate study/degree,Asian,Long,3,0,1,High,1,1,0,"$75,001-$100,000"
1027493970,1,0,Married,Some college,White,Long,2,0,0,Low,1,0,0,"$50,001-$75,000"
1027494276,0,0,Married,Some college,White,Long,4,1,1,Medium,1,0,0,"$75,001-$100,000"
1027494586,1,0,Married,College graduate,Hispanic,Long,3,1,1,Low,1,0,0,"$75,001-$100,000"
1027494772,0,0,Married,College graduate,White,Medium,3,3,1,High,1,0,0,"$100,001-$150,000"
1027495043,0,2,Married,College graduate,White,Long,2,0,1,High,0,1,0,"$75,001-$100,000"
1027495078,0,1,Married,College graduate,White,Short,2,0,1,Medium,0,0,1,"$50,001-$75,000"
1027495329,0,1,Married,Some college,White,Medium,6,2,1,Medium,1,1,0,"$75,001-$100,000"
1027496309,0,0,Married,Post graduate study/degree,White,Long,5,2,1,Medium,1,0,0,"$150,001-$200,000"
1027496996,0,0,Married,College graduate,Asian,Medium,2,2,1,Medium,1,0,1,"$150,001-$200,000"
1027497305,0,0,Married,Some college,White,Long,6,2,1,High,1,0,0,"$30,000-$50,000"
1027497429,0,0,Married,Post graduate study/degree,African-American/Black,Long,3,0,0,Medium,1,0,0,"$50,001-$75,000"
1027637239,0,0,Married,Post graduate study/degree,White,Long,3,3,1,Low,1,0,0,"$100,001-$150,000"
1027637310,0,1,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,0,"$150,001-$200,000"
1027637700,0,0,Married,Some college,White,Medium,4,2,0,Low,1,1,0,"$75,001-$100,000"
1027637859,1,1,Married,Post graduate study/degree,Asian,Medium,2,0,1,Medium,0,1,0,"$75,001-$100,000"
1027637930,0,0,Married,College graduate,White,Short,2,2,1,Medium,1,0,0,"$150,001-$200,000"
1027637956,0,0,Married,Post graduate study/degree,White,Long,3,3,0,High,1,0,0,"$100,001-$150,000"
1027638588,0,0,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Short,1,2,0,Low,0,1,0,"$30,000-$50,000"
1027638952,1,0,Married,College graduate,White,Long,6,2,1,Low,1,0,0,"$100,001-$150,000"
1027639002,0,0,Married,Other,White,Long,3,3,1,Medium,0,1,0,"$100,001-$150,000"
1027639045,0,0,Married,Post graduate study/degree,White,Long,6,3,1,Low,0,0,1,"$75,001-$100,000"
1027639100,0,0,Married,Post graduate study/degree,African-American/Black,Long,3,3,1,Medium,1,0,0,"$150,001-$200,000"
1027639118,0,0,Divorced/Widowed/Separated,College graduate,White,Long,4,2,0,High,1,0,0,"$75,001-$100,000"
1027639169,0,0,Married,College graduate,White,Long,3,3,0,Low,1,1,0,"$100,001-$150,000"
1027639819,0,0,Married,Some college,White,Long,2,3,0,Medium,0,1,0,"$100,001-$150,000"
1027640418,0,0,Married,College graduate,White,Long,2,1,1,Medium,1,0,0,"$100,001-$150,000"
1027640485,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,2,1,1,Medium,1,0,0,"$30,000-$50,000"
1027640612,0,2,Married,Post graduate study/degree,White,Long,3,3,0,Medium,1,1,0,"$150,001-$200,000"
1027640680,0,0,Married,Some college,Other,Long,3,3,1,Low,1,0,1,"$75,001-$100,000"
1027641201,0,2,Married,Some college,White,Long,6,3,1,Low,0,1,1,"$75,001-$100,000"
1027641430,0,0,Married,Post graduate study/degree,White,Long,4,2,1,Medium,0,1,0,"$100,001-$150,000"
1027641490,0,0,Married,Post graduate study/degree,Hispanic,Short,6,2,1,Low,0,0,1,"$50,001-$75,000"
1027642356,0,2,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,6,1,0,Medium,1,0,0,"$50,001-$75,000"
1027642488,1,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,2,1,Medium,1,0,0,"$50,001-$75,000"
1027642895,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,5,2,1,Low,1,1,0,"$100,001-$150,000"
1027643042,0,0,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Short,3,1,1,Medium,1,1,1,"$100,001-$150,000"
1027643158,1,0,Married,College graduate,White,Long,3,0,1,Low,1,1,0,"$100,001-$150,000"
1027643271,0,0,Married,Some college,African-American/Black,Medium,4,2,0,Low,1,1,0,"$50,001-$75,000"
1027643549,0,0,Married,Post graduate study/degree,White,Short,5,2,1,Medium,1,0,0,"$75,001-$100,000"
1027643778,1,2,Married,Some college,White,Long,2,2,1,High,0,1,0,"$75,001-$100,000"
1027643913,1,0,Married,College graduate,African-American/Black,Short,4,2,0,High,1,1,0,"$75,001-$100,000"
1027644405,0,0,Married,College graduate,Hispanic,Long,3,1,0,Very High,1,1,0,"$75,001-$100,000"
1027645231,0,1,Married,College graduate,White,Medium,6,3,1,Low,1,1,0,"$100,001-$150,000"
1027645622,0,0,Married,Post graduate study/degree,White,Short,4,3,1,Medium,0,0,1,"$75,001-$100,000"
1027645657,0,0,Married,Post graduate study/degree,White,Long,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1027645932,0,0,Married,College graduate,White,Long,6,3,1,Medium,1,0,0,"$250,001-$299,999"
1027646106,0,0,Married,Post graduate study/degree,White,Long,3,0,1,Medium,0,0,1,"$100,001-$150,000"
1027646149,0,0,Married,College graduate,White,Long,3,3,1,Medium,1,0,0,"$150,001-$200,000"
1027646505,0,0,Divorced/Widowed/Separated,Some college,White,Medium,5,1,1,Medium,1,0,0,"$50,001-$75,000"
1027646670,0,0,Married,College graduate,White,Medium,6,3,0,High,1,1,1,"$100,001-$150,000"
1027826171,0,0,Married,College graduate,White,Long,4,3,1,Low,1,0,0,"$100,001-$150,000"
1027827240,0,0,Married,College graduate,White,Long,6,3,1,High,0,0,1,"$150,001-$200,000"
1027827461,0,0,Divorced/Widowed/Separated,College graduate,White,Long,3,2,1,Medium,1,0,0,"$50,001-$75,000"
1027827780,0,0,Married,Post graduate study/degree,White,Long,4,2,0,Medium,1,1,0,"$250,001-$299,999"
1027828018,0,2,Married,College graduate,White,Long,5,3,0,Medium,0,1,0,"$100,001-$150,000"
1027828670,0,0,Married,Post graduate study/degree,Hispanic,Long,3,2,0,Low,1,0,0,"$200,001-$250,000"
1027828867,0,0,Married,College graduate,White,Long,3,2,1,Medium,1,1,0,"$100,001-$150,000"
1027828921,0,0,Married,College graduate,White,Long,3,2,1,Low,1,1,0,"$100,001-$150,000"
1027829197,0,2,Married,Some college,White,Long,2,2,0,Low,1,1,0,"$100,001-$150,000"
1027829243,0,2,Married,Post graduate study/degree,White,Short,4,1,1,High,0,0,1,"$100,001-$150,000"
1027829510,1,0,Married,College graduate,White,Long,4,3,1,Medium,0,1,0,"$75,001-$100,000"
1027829545,0,0,Divorced/Widowed/Separated,College graduate,White,Short,3,3,1,Medium,0,1,0,"$100,001-$150,000"
1027829685,0,2,Married,Post graduate study/degree,White,Long,5,3,1,High,0,0,1,"$150,001-$200,000"
1027830098,0,1,Married,Some college,White,Medium,2,2,0,Low,1,0,0,"$100,001-$150,000"
1027830519,0,2,Married,College graduate,White,Medium,5,3,0,High,0,1,0,"$75,001-$100,000"
1027830543,0,0,Married,Post graduate study/degree,White,Medium,3,3,1,High,0,0,1,"$150,001-$200,000"
1027830551,0,0,Married,College graduate,White,Short,4,3,1,Low,1,0,0,"$100,001-$150,000"
1027830705,1,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,4,3,0,Low,1,0,0,"$50,001-$75,000"
1027830772,0,0,Married,Some college,African-American/Black,Long,5,3,1,High,0,1,0,"$250,001-$299,999"
1027830829,0,2,Married,College graduate,White,Medium,3,1,1,Medium,1,0,0,"$100,001-$150,000"
1027830942,0,0,Married,Post graduate study/degree,White,Long,5,3,1,Low,0,0,1,"$75,001-$100,000"
1027830969,0,0,Married,Post graduate study/degree,White,Long,3,2,1,High,0,1,0,"$75,001-$100,000"
1027831000,0,0,Single/Not Married,Post graduate study/degree,White,Long,4,3,0,Low,1,0,0,"$75,001-$100,000"
1027831027,0,2,Married,Some college,White,Long,2,3,0,Low,1,0,0,"$100,001-$150,000"
1027831132,0,1,Married,College graduate,White,Medium,3,1,1,Medium,0,1,1,"$50,001-$75,000"
1027831434,0,2,Married,College graduate,White,Long,3,2,1,Low,1,0,0,"$100,001-$150,000"
1027831744,0,0,Married,College graduate,White,Medium,3,3,0,Low,1,1,0,"$150,001-$200,000"
1027831906,0,0,Married,High school graduate or less,White,Long,3,3,1,Low,0,0,1,"$50,001-$75,000"
1027831922,0,0,Married,College graduate,White,Long,3,3,1,Low,1,0,0,"$150,001-$200,000"
1027832058,0,1,Married,Post graduate study/degree,African-American/Black,Short,2,0,0,Medium,1,0,0,"$150,001-$200,000"
1027832171,0,0,Married,High school graduate or less,White,Long,6,2,1,Medium,1,0,0,"$30,000-$50,000"
1027832210,1,2,Married,College graduate,White,Long,2,0,0,Medium,1,0,0,"$100,001-$150,000"
1027832619,0,0,Married,College graduate,White,Long,2,2,1,Medium,0,1,0,"$100,001-$150,000"
1027833135,0,0,Divorced/Widowed/Separated,Some college,African-American/Black,Medium,4,2,1,Medium,1,0,0,"$30,000-$50,000"
